"from","to","total_amount","day","month","year"
winstonwolfe,blocktrades,13.2260,2,11,2016
bittrex,riverhead,1181.5500,2,11,2016
bittrex,smooth-c,2500.0000,2,11,2016
bradenford,poloniex,2.0460,2,11,2016
dragonslayer109,poloniex,2391.1660,2,11,2016
masonmiler,blocktrades,105.2290,2,11,2016
poloniex,anduweb,15.9100,2,11,2016
poloniex,kush,2200.0000,2,11,2016
poloniex,nextgencrypto,1730.0400,2,11,2016
sextant,poloniex,0.3000,2,11,2016
switapril,poloniex,0.3030,2,11,2016
bittrex,jaewoocho,1200.0000,3,11,2016
bittrex,knozaki2015,77.0500,3,11,2016
blocktrades,remlaps,26.0160,3,11,2016
cebymaster,poloniex,5.0000,3,11,2016
crazycraft,poloniex,0.7910,3,11,2016
futurefood,bittrex,500.0000,3,11,2016
johnjgeddes,blocktrades,2.6160,3,11,2016
nelu.ceban,poloniex,40.0000,3,11,2016
pcste,bittrex,2.9190,3,11,2016
poloniex,bittrex,3055.2540,3,11,2016
trevonjb,poloniex,87.3210,3,11,2016
uwe69,poloniex,11.1640,3,11,2016
bittrex,kush,2000.0000,3,11,2016
bittrex,yefet,29.8900,3,11,2016
blocktrades,thecryptofiend,400.7440,3,11,2016
coinbitgold,bittrex,7.7530,3,11,2016
darthnava,bittrex,1.0000,3,11,2016
jamtaylor,bittrex,250.0000,3,11,2016
poloniex,gavvet,1632.0000,3,11,2016
poloniex,kush,2200.0000,3,11,2016
poloniex,lafona-miner0,293.3750,3,11,2016
renzoarg,poloniex,313.6680,3,11,2016
scalextrix,bittrex,0.4350,3,11,2016
ausbitbank,changelly,10.0000,3,11,2016
bittrex,onthax,4.2500,3,11,2016
bittrex,smooth-c,2500.0000,3,11,2016
changelly,radioactivities,40.7180,3,11,2016
juvyjabian,bittrex,112.0000,3,11,2016
logic,poloniex,12.0840,3,11,2016
pjheinz,bittrex,13.0010,3,11,2016
poloniex,futurefood,1000.0000,3,11,2016
poloniex,orcish,0.4880,3,11,2016
poloniex,shutkin70,442.8900,3,11,2016
poloniex,timcliff,126.5500,3,11,2016
sharker,poloniex,9.1930,3,11,2016
vegascomic,poloniex,137.9440,3,11,2016
bittrex,cass,806.8600,3,11,2016
bittrex,paco-steem,15.7000,3,11,2016
bittrex,riverhead,172.3100,3,11,2016
falkvinge,poloniex,1504.9150,3,11,2016
jademont,poloniex,80.2090,3,11,2016
jholmes91,poloniex,13.8250,3,11,2016
meesterboom,bittrex,30.1230,3,11,2016
paco-steem,bittrex,20.5340,3,11,2016
phanie90,bittrex,4.5690,3,11,2016
poloniex,adiel,198.1900,3,11,2016
poloniex,bidnat,4.4740,3,11,2016
poloniex,good-karma,144.0000,3,11,2016
shutkin70,bittrex,442.8960,3,11,2016
sweetsssj,bittrex,3308.1680,3,11,2016
fiat19,bittrex,21.8910,4,11,2016
imag1ne,poloniex,7.0960,4,11,2016
lightsplasher,blocktrades,5.0000,4,11,2016
nelu.ceban,poloniex,72.8210,4,11,2016
ocrdu,poloniex,13.0590,4,11,2016
poloniex,badassbarbie,80.9900,4,11,2016
poloniex,vip,718.0000,4,11,2016
remlaps,blocktrades,26.0160,4,11,2016
steemswede,bittrex,1.9620,4,11,2016
ben-errington,poloniex,4.6700,4,11,2016
changelly,imaxess,60.6070,4,11,2016
dmilash,poloniex,9.1900,4,11,2016
grandpere,blocktrades,750.0000,4,11,2016
imaxess,poloniex,96.6300,4,11,2016
jed78,poloniex,67.8140,4,11,2016
lightsplasher,bittrex,5.0000,4,11,2016
modernbukowski,poloniex,1.3800,4,11,2016
poloniex,bittrex,2574.6210,4,11,2016
poloniex,kush,2200.0000,4,11,2016
robles4242,poloniex,0.0680,4,11,2016
steemwiki.com,poloniex,10.0000,4,11,2016
bittrex,good-karma,55.9700,4,11,2016
bittrex,jaewoocho,900.0000,4,11,2016
fabien,poloniex,4197.9700,4,11,2016
jmbdesign,poloniex,18.6440,4,11,2016
nelsonmandelabay,poloniex,1.3660,4,11,2016
poloniex,acidyo,6.4840,4,11,2016
poloniex,liondani,2022.9900,4,11,2016
sarahjordan,poloniex,27.2030,4,11,2016
sharker,poloniex,5.0000,4,11,2016
whitemike313,poloniex,0.0070,4,11,2016
xxsenpaixsamaxx,poloniex,128.3250,4,11,2016
youngkim,changelly,2.2510,4,11,2016
acidsun,bittrex,14.9500,4,11,2016
and1jey,bittrex,50.0000,4,11,2016
bittrex,kush,2000.0000,4,11,2016
bittrex,paco-steem,101.6000,4,11,2016
bittrex,sweetsssj,999.9900,4,11,2016
elduderino,poloniex,10.8600,4,11,2016
enki,bittrex,2500.0000,4,11,2016
klye,poloniex,95.0010,4,11,2016
paco-steem,bittrex,89.3140,4,11,2016
poloniex,btcmsia,2999.9900,4,11,2016
poloniex,fran2k,1408.7870,4,11,2016
poloniex,lafona-miner0,347.4600,4,11,2016
almerri,blocktrades,2.3120,5,11,2016
anahilarski,bittrex,150.8640,5,11,2016
ardyach,bittrex,12.5300,5,11,2016
billykeed,bittrex,0.1160,5,11,2016
bittrex,asmolokalo,0.5800,5,11,2016
bittrex,riverhead,7.0600,5,11,2016
bittrex,smooth-c,4000.0000,5,11,2016
cih,bittrex,15.3830,5,11,2016
dek,poloniex,0.1690,5,11,2016
fabio,poloniex,244.8830,5,11,2016
karen13,poloniex,304.0920,5,11,2016
lonilush,blocktrades,10.0000,5,11,2016
matrixdweller,blocktrades,5.8170,5,11,2016
mgibson,blocktrades,0.4740,5,11,2016
on0tole,poloniex,57.0000,5,11,2016
poloniex,mctiller,2.5510,5,11,2016
poloniex,nextgencrypto,1919.6040,5,11,2016
steembeast,poloniex,3.2580,5,11,2016
steemcultures,bittrex,14.3480,5,11,2016
thebeachedwhale,poloniex,0.4750,5,11,2016
bittrex,paco-steem,169.7100,5,11,2016
bittrex,poloniex,45.7100,5,11,2016
bittrex,smooth,9000.0000,5,11,2016
eveningstar92,poloniex,185.5610,5,11,2016
keuudeip,bittrex,43.8920,5,11,2016
mapesa,bittrex,105.7180,5,11,2016
menta,poloniex,899.7460,5,11,2016
mf-tzo,poloniex,108.5940,5,11,2016
milaoz,poloniex,19.7100,5,11,2016
nadiartist,poloniex,0.7170,5,11,2016
naquoya,poloniex,21.3650,5,11,2016
paco-steem,bittrex,272.9650,5,11,2016
poloniex,adiel,134.8900,5,11,2016
poloniex,bittrex,3392.0050,5,11,2016
poloniex,jackmanmania,3.6920,5,11,2016
poloniex,lafona-miner,363.4480,5,11,2016
poloniex,steemgrindr,383.8710,5,11,2016
positivity,bittrex,338.3140,5,11,2016
richman,poloniex,77.0920,5,11,2016
roelandp,bittrex,580.0600,5,11,2016
steemgrindr,bittrex,295.1140,5,11,2016
steemvest17,bittrex,43.7350,5,11,2016
tinalynge,poloniex,202.0940,5,11,2016
xeroc,bittrex,4000.0000,5,11,2016
benjamin.still,poloniex,0.0460,5,11,2016
bitfilm,blocktrades,4264.6210,5,11,2016
bittrex,good-karma,137.4500,5,11,2016
bittrex,jaewoocho,2300.0000,5,11,2016
bittrex,sweetsssj,1308.1500,5,11,2016
blocktrades,onthewayout,10.9780,5,11,2016
blocktrades,remlaps,2.6980,5,11,2016
gidlark,bittrex,5.5080,5,11,2016
koskl,blocktrades,11.1400,5,11,2016
onighost,poloniex,21.4390,5,11,2016
poloniex,kryptik,56.4970,5,11,2016
stranger27,poloniex,1.0850,5,11,2016
uwe69,poloniex,4.3000,5,11,2016
vannour,bittrex,55.6720,5,11,2016
virtualgrowth,poloniex,85.4050,5,11,2016
wulfmeister,poloniex,5.7380,5,11,2016
yogi.artist,bittrex,179.0130,5,11,2016
bittrex,kryptik,19.2400,5,11,2016
bittrex,shawn-murphy,7.5800,5,11,2016
changelly,radioactivities,8.9430,5,11,2016
charlieshrem,poloniex,570.4680,5,11,2016
dhrms,poloniex,48.4050,5,11,2016
enki,bittrex,1700.0000,5,11,2016
furion,poloniex,1000.0000,5,11,2016
papakarlo,bittrex,0.2500,5,11,2016
poloniex,enki,4999.9900,5,11,2016
poloniex,gre3n,9.7140,5,11,2016
poloniex,kush,2000.0000,5,11,2016
poloniex,lafona-miner0,229.0530,5,11,2016
steemwiki.com,poloniex,1000.0000,5,11,2016
ba-boo,poloniex,6.6780,6,11,2016
good-karma,bittrex,337.4720,6,11,2016
koskl,blocktrades,10.6120,6,11,2016
mamel,poloniex,15.0000,6,11,2016
olja,bittrex,0.2180,6,11,2016
on0tole,poloniex,101.0000,6,11,2016
zhuvazhuva,poloniex,3.6830,6,11,2016
bittrex,paco-steem,17.7400,6,11,2016
bittrex,smooth,2000.0000,6,11,2016
blocktrades,craig-grant,2.9610,6,11,2016
enki,bittrex,3000.0000,6,11,2016
furion,poloniex,1000.0000,6,11,2016
logic,poloniex,29.7210,6,11,2016
nextgen622,changelly,124.0000,6,11,2016
paco-steem,bittrex,52.3440,6,11,2016
poloniex,lafona-miner0,1147.9620,6,11,2016
poloniex,shutkin70,299.2300,6,11,2016
poloniex,trump,2.0900,6,11,2016
poloniex,vip,810.0000,6,11,2016
sextusempiricus,poloniex,80.5550,6,11,2016
teamsteem,bittrex,1503.8880,6,11,2016
yaadio,bittrex,189.0000,6,11,2016
bittrex,kush,1900.0000,6,11,2016
bittrex,smooth-c,2500.0000,6,11,2016
james212,poloniex,993.2270,6,11,2016
lightsplasher,bittrex,5.0000,6,11,2016
mctiller,changelly,1.0000,6,11,2016
noelletwine,blocktrades,42.0000,6,11,2016
paco,poloniex,1.4640,6,11,2016
safar01,bittrex,20.0000,6,11,2016
williambanks,poloniex,27.7830,6,11,2016
benjojo,poloniex,10.5560,6,11,2016
betamusic,poloniex,2.4350,6,11,2016
bittrex,jaewoocho,1500.0000,6,11,2016
cotidiana,poloniex,7.7430,6,11,2016
cutie,poloniex,10.2180,6,11,2016
dmilash,poloniex,2.5400,6,11,2016
makdac,bittrex,15.8770,6,11,2016
mxu111,blocktrades,6.2760,6,11,2016
poloniex,bittrex,1153.5990,6,11,2016
poloniex,enki,4999.9900,6,11,2016
poloniex,kush,2100.0000,6,11,2016
poloniex,seedtrue,0.9870,6,11,2016
poloniex,steemvideos,22.0000,6,11,2016
sergej,bittrex,0.1300,6,11,2016
steemfest,poloniex,552.0000,6,11,2016
toxichan,poloniex,7.3720,6,11,2016
victor-lucas,bittrex,1.0000,6,11,2016
yefet,bittrex,35.0000,6,11,2016
bittrex,paco-steem,64.4400,7,11,2016
blocktrades,thecryptofiend,891.4210,7,11,2016
changelly,poloniex,2662.9520,7,11,2016
hrottie,poloniex,0.8960,7,11,2016
jamtaylor,bittrex,800.0000,7,11,2016
koskl,blocktrades,7.9640,7,11,2016
martin-stuessy,poloniex,1.2500,7,11,2016
natord,poloniex,40.0000,7,11,2016
paco-steem,bittrex,91.4070,7,11,2016
poloniex,lafona-miner0,2914.0790,7,11,2016
puffin,poloniex,96.8630,7,11,2016
williambanks,poloniex,41.1500,7,11,2016
favorit,poloniex,8.0140,7,11,2016
jamesc,changelly,2600.0000,7,11,2016
liqui,poloniex,119.9900,7,11,2016
logic,poloniex,26.6110,7,11,2016
steemitguide,poloniex,48.4810,7,11,2016
blocktrades,steemsports,100.0000,7,11,2016
elyaque,poloniex,75.0000,7,11,2016
luzcypher,bittrex,22.4150,7,11,2016
mr11acdee,poloniex,4100.0000,7,11,2016
poloniex,nextgencrypto,393.1320,7,11,2016
poloniex,steem1653,20.4840,7,11,2016
auction,bittrex,1.4860,7,11,2016
bittrex,smooth,4000.0000,7,11,2016
bittrex,smooth-c,2000.0000,7,11,2016
blocktrades,wackou,716.3050,7,11,2016
futurefood,bittrex,250.0000,7,11,2016
mr11acdee,changelly,4000.0000,7,11,2016
ocrdu,poloniex,27.2160,7,11,2016
poloniex,bittrex,5119.7040,7,11,2016
poloniex,judasp,30.2100,7,11,2016
susanne,poloniex,52.9820,7,11,2016
bittrex,trump,3.6900,8,11,2016
changelly,poloniex,4000.0000,8,11,2016
enki,bittrex,2500.0000,8,11,2016
logic,poloniex,14.6260,8,11,2016
poloniex,lafona-miner0,1766.1700,8,11,2016
riscadox,bittrex,3.5050,8,11,2016
thecryptofiend,blocktrades,61.3210,8,11,2016
yostopia,poloniex,131.0000,8,11,2016
zakorus,poloniex,5.4420,8,11,2016
anton333,poloniex,0.1650,8,11,2016
karisa,poloniex,0.2000,8,11,2016
nil1511,bittrex,350.0930,8,11,2016
poloniex,smooth,2000.0000,8,11,2016
theprophet0,poloniex,69.1160,8,11,2016
asdes,poloniex,7.6900,8,11,2016
koskl,blocktrades,10.9340,8,11,2016
modnuik,poloniex,0.8150,8,11,2016
paco-steem,bittrex,132.6580,8,11,2016
poloniex,bittrex,2480.7680,8,11,2016
steemboost,poloniex,18.5720,8,11,2016
victor-lucas,bittrex,1913.7910,8,11,2016
bittrex,smooth-c,4400.0000,8,11,2016
dumar022,poloniex,2.0000,8,11,2016
flyboyzombie,poloniex,0.3120,8,11,2016
pinkisland,poloniex,92.3110,8,11,2016
poloniex,vip,658.0000,8,11,2016
sirwinchester,poloniex,25.6170,8,11,2016
the-alien,bittrex,500.0000,8,11,2016
timcliff,poloniex,110.0000,8,11,2016
volkova12,bittrex,0.0580,8,11,2016
hitbtc-exchange,hitbtc-payout,105.4580,9,11,2016
hykert,hitbtc-exchange,11.4130,9,11,2016
jayfox,poloniex,0.6270,9,11,2016
lorddominik007,bittrex,6.5410,9,11,2016
morning,poloniex,1.9560,9,11,2016
poloniex,bittrex,1990.5270,9,11,2016
poloniex,kush,2100.0000,9,11,2016
bittrex,kush,2000.0000,9,11,2016
brightstar,bittrex,90.7300,9,11,2016
cabi5boh,bittrex,54.6980,9,11,2016
cherish,poloniex,17.6460,9,11,2016
jacor,poloniex,2000.0000,9,11,2016
johnblaid,poloniex,7.4470,9,11,2016
p0o,poloniex,1200.0000,9,11,2016
susanne,poloniex,41.7710,9,11,2016
asdes,poloniex,4.7620,9,11,2016
bittrex,paco-steem,17.4000,9,11,2016
cabi5boh,poloniex,161.2230,9,11,2016
craig-grant,blocktrades,14.5610,9,11,2016
dailybitcoinnews,changelly,0.3650,9,11,2016
firepower,bittrex,600.0000,9,11,2016
grisha-danunaher,changelly,16.0610,9,11,2016
hr1,bittrex,523.3710,9,11,2016
kodi,bittrex,123.2120,9,11,2016
kszchopstix,poloniex,68.1660,9,11,2016
paco-steem,bittrex,15.6580,9,11,2016
poloniex,cabi5boh,34.7000,9,11,2016
poloniex,dumar022,2.1150,9,11,2016
poloniex,lafona-miner0,160.6110,9,11,2016
poloniex,shutkin70,236.3900,9,11,2016
steempower,bittrex,1200.0000,9,11,2016
the-alien,bittrex,500.0000,9,11,2016
theprophet0,blocktrades,36.4080,9,11,2016
bittrex,demotruk,727.0600,9,11,2016
bittrex,jaewoocho,1400.0000,9,11,2016
bittrex,riverhead,2173.7800,9,11,2016
changelly,bola,2.9290,9,11,2016
elissahawke,poloniex,400.0000,9,11,2016
hitbtc-payout,cabi5boh,373.2850,9,11,2016
hitbtc-payout,poloniex,4.9900,9,11,2016
koskl,blocktrades,22.4830,9,11,2016
poloniex,onthewayout,50.2960,9,11,2016
uwe69,poloniex,14.5600,9,11,2016
bittrex,paco-steem,88.5700,10,11,2016
bittrex,smooth,2000.0000,10,11,2016
bittrex,steemgrindr,144.0300,10,11,2016
poloniex,bittrex,1989.6820,10,11,2016
poloniex,shutkin70,765.9900,10,11,2016
poloniex,steemgrindr,259.8470,10,11,2016
sony88,bittrex,1.0000,10,11,2016
steemgrindr,bittrex,259.8470,10,11,2016
bittrex,riverhead,196.0700,10,11,2016
bittrex,smooth-c,2000.0000,10,11,2016
on0tole,poloniex,48.0000,10,11,2016
poloniex,weenfan,20.0830,10,11,2016
acidsun,bittrex,3.9090,10,11,2016
awakeningartist,poloniex,39.9890,10,11,2016
bittrex,jaewoocho,1000.0000,10,11,2016
dmilash,poloniex,7.2220,10,11,2016
patelincho,poloniex,32.0000,10,11,2016
poloniex,kush,2100.0000,10,11,2016
pressfortruth,poloniex,600.0000,10,11,2016
publicworker,poloniex,1691.8200,10,11,2016
scalextrix,bittrex,0.3370,10,11,2016
bittrex,kush,1900.0000,10,11,2016
changelly,poloniex,100.0000,10,11,2016
grisha-danunaher,changelly,155.0000,10,11,2016
irensche,bittrex,126.0000,10,11,2016
ocrdu,poloniex,43.7700,10,11,2016
poloniex,celsogoya,9.9650,10,11,2016
bittrex,paco-steem,61.1500,11,11,2016
bittrex,smooth,2600.0000,11,11,2016
brookdemar,bittrex,206.0770,11,11,2016
changelly,radioactivities,1.9400,11,11,2016
enki,bittrex,2500.0000,11,11,2016
oleg326756,blocktrades,16.7780,11,11,2016
paco-steem,bittrex,52.1400,11,11,2016
poloniex,dumar022,2.7630,11,11,2016
poloniex,raphma,4.5740,11,11,2016
serejandmyself,bittrex,1690.0000,11,11,2016
sharker,poloniex,25.0000,11,11,2016
steemfest,bittrex,2000.0000,11,11,2016
the-alien,bittrex,500.0000,11,11,2016
awesomenyl,poloniex,1.2060,11,11,2016
irensche,bittrex,1.0000,11,11,2016
poloniex,lafona5,100.7060,11,11,2016
poloniex,weenfan,4.7960,11,11,2016
rada,poloniex,0.5800,11,11,2016
relativelyboston,poloniex,2.5060,11,11,2016
weenfan,poloniex,5.0000,11,11,2016
bittrex,coldstorage1,999.9900,11,11,2016
bittrex,jaewoocho,1300.0000,11,11,2016
bkkshadow,poloniex,5.0600,11,11,2016
creationlayer,bittrex,233.2470,11,11,2016
futurefood,bittrex,250.0000,11,11,2016
poloniex,bittrex,3497.3660,11,11,2016
poloniex,enki,4999.9900,11,11,2016
steemfest,poloniex,5539.0000,11,11,2016
uwe69,poloniex,31.3510,11,11,2016
webdeals,poloniex,229.5090,11,11,2016
yzomri,changelly,5.2300,11,11,2016
zaebars,poloniex,115.4450,11,11,2016
anasz,bittrex,4.6330,11,11,2016
bittrex,kush,2000.0000,11,11,2016
dana-edwards,poloniex,2524.7370,11,11,2016
macksby,blocktrades,21.0000,11,11,2016
poloniex,kush,2000.0000,11,11,2016
shady,poloniex,60.8270,11,11,2016
steemreporter,poloniex,1.7000,11,11,2016
yetaras,poloniex,293.3230,11,11,2016
anyx,poloniex,1661.6900,12,11,2016
armen,bittrex,2.9760,12,11,2016
bittrex,jaewoocho,1100.0000,12,11,2016
crazycraft,poloniex,1.3000,12,11,2016
deviedev,bittrex,6.7670,12,11,2016
dka,poloniex,442.1680,12,11,2016
dmitriybtc,changelly,1.5070,12,11,2016
bittrex,paco-steem,18.2400,12,11,2016
changelly,poloniex,150.0000,12,11,2016
elias15g,blocktrades,4.0990,12,11,2016
emeline,bittrex,10.9700,12,11,2016
enki,bittrex,2500.0000,12,11,2016
grisha-danunaher,changelly,131.5980,12,11,2016
jacor,poloniex,505.6370,12,11,2016
koskl,blocktrades,10.5610,12,11,2016
paco-steem,bittrex,10.1250,12,11,2016
poloniex,shutkin70,598.4900,12,11,2016
bittrex,smooth,4000.0000,12,11,2016
bittrex,smooth-d,5000.0000,12,11,2016
denise12,poloniex,0.3260,12,11,2016
heimindanger,poloniex,89.0000,12,11,2016
hitbtc-payout,pozitivityspace,0.0500,12,11,2016
makdac,bittrex,7.7420,12,11,2016
nippel66,poloniex,5.2670,12,11,2016
oakmaster,poloniex,27.4720,12,11,2016
poloniex,urdawg,9.9550,12,11,2016
sitastarchild,poloniex,10.0000,12,11,2016
steemvoter,poloniex,4.2320,12,11,2016
vampiretta,poloniex,2.2740,12,11,2016
bittrex,biophil,172.5400,12,11,2016
bittrex,poloniex,2999.9900,12,11,2016
blocktrades,lloyddavis,2.3880,12,11,2016
cathi-xx,poloniex,1.4190,12,11,2016
cryptocurrency3,openledger,5.6880,12,11,2016
greenwayoflife,poloniex,9.0910,12,11,2016
l0k1,blocktrades,2.5710,12,11,2016
morning,poloniex,0.9630,12,11,2016
nadversion56,blocktrades,2.0000,12,11,2016
poloniex,bittrex,8169.7600,12,11,2016
poloniex,d3nv3r,0.4020,12,11,2016
rockyromano,bittrex,407.3280,12,11,2016
tanata,poloniex,1.3960,12,11,2016
awesomenyl,poloniex,1.8000,13,11,2016
bittrex,jaewoocho,1400.0000,13,11,2016
caminito,blocktrades,84.0000,13,11,2016
mrwang,blocktrades,1.0610,13,11,2016
pakganern,poloniex,2.0000,13,11,2016
pirate,bittrex,14.0000,13,11,2016
poloniex,fubar-bdhr,973.7140,13,11,2016
poloniex,patrice,131.7750,13,11,2016
richardjuckes,blocktrades,0.4280,13,11,2016
stray,bittrex,4.5340,13,11,2016
acidsun,bittrex,4.0870,13,11,2016
batanamatampuhin,poloniex,1.5810,13,11,2016
benjamin.still,poloniex,1.4780,13,11,2016
bittrex,kush,2000.0000,13,11,2016
bkkshadow,bittrex,4.6400,13,11,2016
blockchain-info,poloniex,966.3630,13,11,2016
cloveandcinnamon,bittrex,2.6610,13,11,2016
doodleman,poloniex,3.2640,13,11,2016
enki,bittrex,1200.0000,13,11,2016
lapilipinas,poloniex,1.7240,13,11,2016
miki1,poloniex,0.8330,13,11,2016
oaldamster,blocktrades,3.2310,13,11,2016
poloniex,aleksandraz,69.6470,13,11,2016
poloniex,geoffrey,51.7200,13,11,2016
poloniex,kush,2000.0000,13,11,2016
shax,poloniex,7.0000,13,11,2016
bittrex,smooth-c,2500.0000,13,11,2016
changelly,mctiller,0.9220,13,11,2016
cryptoiskey,poloniex,113.6120,13,11,2016
dudu-hoffman,poloniex,1.0610,13,11,2016
fingolfin,poloniex,81.7720,13,11,2016
fubar-bdhr,bittrex,975.0000,13,11,2016
jokerpravis,poloniex,25.0000,13,11,2016
kennyskitchen,blocktrades,1.0000,13,11,2016
natnot,bittrex,247.6540,13,11,2016
poloniex,cryptoiskey,109.7020,13,11,2016
poloniex,fingolfin,36.6680,13,11,2016
sauravrungta,poloniex,100.1270,13,11,2016
bittrex,paco-steem,0.9600,13,11,2016
bonvivan,poloniex,67.2490,13,11,2016
darkerduck,poloniex,2.4170,13,11,2016
edrivegom,changelly,1.1000,13,11,2016
elias15g,blocktrades,3.1140,13,11,2016
mun,poloniex,0.2070,13,11,2016
paco-steem,bittrex,5.4820,13,11,2016
poloniex,bittrex,3311.1060,13,11,2016
pravusdie,blocktrades,5.1170,13,11,2016
thefedora,blocktrades,0.0110,13,11,2016
bittrex,kush,2000.0000,14,11,2016
bosjaya,blocktrades,2.3400,14,11,2016
anuar,poloniex,1.0000,14,11,2016
bittrex,jaewoocho,400.0000,14,11,2016
bittrex,poloniex,2.4700,14,11,2016
booja,poloniex,369.8940,14,11,2016
charlie.wilson,poloniex,0.3380,14,11,2016
infovore,bittrex,1000.0000,14,11,2016
leylar,poloniex,4.5050,14,11,2016
macksby,blocktrades,28.0000,14,11,2016
poloniex,bittrex,102.1920,14,11,2016
poloniex,kush,2000.0000,14,11,2016
poloniex,royalmacro,10.7470,14,11,2016
polonium,poloniex,15.0000,14,11,2016
stealthtrader,poloniex,3.0000,14,11,2016
virtashare,poloniex,0.0100,14,11,2016
armen,bittrex,4.2630,14,11,2016
bitminter,poloniex,1.5140,14,11,2016
doctor.mimaid,blocktrades,2.3000,14,11,2016
jyezie,poloniex,2.2850,14,11,2016
l0k1,blocktrades,8.6020,14,11,2016
on0tole,bittrex,110.0000,14,11,2016
pixellated,bittrex,7.9140,14,11,2016
steemfest,bittrex,2814.5970,14,11,2016
viernas,poloniex,3.6480,14,11,2016
ana1,poloniex,0.8540,14,11,2016
arcaneinfo,bittrex,1.1960,14,11,2016
bittrex,kushed1,852.8300,14,11,2016
bittrex,paco-steem,10.4800,14,11,2016
blocktrades,royalmacro,5.7210,14,11,2016
emperatrix,poloniex,5.0000,14,11,2016
kushed1,bittrex,852.8300,14,11,2016
miki1,poloniex,1.0690,14,11,2016
paco-steem,bittrex,70.3520,14,11,2016
poloniex,ozchartart,100.0000,14,11,2016
sharker,poloniex,4.8800,14,11,2016
tinfoilfedora,bittrex,19.7040,14,11,2016
ashlyns,blocktrades,1.2350,15,11,2016
bittrex,riverhead,1534.5400,15,11,2016
blocktrades,thefedora,0.0110,15,11,2016
changelly,mctiller,4.2820,15,11,2016
ishan-pandey,poloniex,2.0000,15,11,2016
jayfox,poloniex,0.1190,15,11,2016
jmt,bittrex,36.1600,15,11,2016
kennyskitchen,blocktrades,1.8730,15,11,2016
l0k1,blocktrades,5.0000,15,11,2016
openledger,blocktrades,11.9250,15,11,2016
poloniex,demotruk,643.4000,15,11,2016
schattenjaeger,blocktrades,20.0000,15,11,2016
thefedora,blocktrades,0.2280,15,11,2016
asdes,poloniex,7.8950,15,11,2016
bittrex,paco-steem,8.8500,15,11,2016
blocktrades,remlaps,59.9600,15,11,2016
blocktrades,wackou,488.4220,15,11,2016
chicana,poloniex,50.0000,15,11,2016
craffterskraft,poloniex,0.8150,15,11,2016
freerubens,blocktrades,2.0000,15,11,2016
knozaki2015,poloniex,90.3860,15,11,2016
paco-steem,bittrex,46.5710,15,11,2016
plegats,poloniex,0.5360,15,11,2016
proctologic,blocktrades,73.9960,15,11,2016
scaitlyn,poloniex,0.9250,15,11,2016
sompitonov,poloniex,178.0250,15,11,2016
steemswede,bittrex,1.6030,15,11,2016
aaronkoenig,blocktrades,1.4240,15,11,2016
blinova,bittrex,4.8420,15,11,2016
blocktrades,friend5,467.9430,15,11,2016
elias15g,blocktrades,0.2780,15,11,2016
htyfn,poloniex,0.7370,15,11,2016
nil1511,bittrex,55.0000,15,11,2016
on0tole,bittrex,25.0000,15,11,2016
poloniex,changelly,1002.7650,15,11,2016
poloniex,englishtchrivy,30.0000,15,11,2016
poloniex,pozitivityspace,0.2110,15,11,2016
theprophet0,changelly,0.2850,15,11,2016
bittrex,jaewoocho,900.0000,15,11,2016
bittrex,yefet,34.9900,15,11,2016
blocktrades,karenb54,5.0150,15,11,2016
changelly,jamesc,1002.7750,15,11,2016
vi1son,poloniex,178.0040,15,11,2016
ashlyns,blocktrades,2.4770,16,11,2016
bittrex,riverhead,5510.5500,16,11,2016
blockchaingirl,blocktrades,248.0000,16,11,2016
charlieshrem,changelly,459.9900,16,11,2016
darkerduck,poloniex,0.8310,16,11,2016
klye,poloniex,10.4410,16,11,2016
l0k1,blocktrades,0.6500,16,11,2016
nin0000,poloniex,1.8200,16,11,2016
paco-steem,bittrex,57.6450,16,11,2016
poloniex,demotruk,21.4890,16,11,2016
riverhead,bittrex,100.0000,16,11,2016
shutkin70,poloniex,331.4330,16,11,2016
thefedora,blocktrades,0.1130,16,11,2016
alexc,changelly,259.6930,16,11,2016
anca3drandom,poloniex,22.0000,16,11,2016
